user_id,true_label
303,genuine
304,genuine
305,genuine
306,genuine
307,genuine
308,genuine
309,genuine
310,genuine
311,genuine
312,genuine
313,genuine
314,genuine
315,genuine
316,genuine
317,genuine
318,genuine
319,genuine
320,genuine
321,genuine
322,genuine
323,genuine
324,genuine
325,genuine
326,genuine
327,genuine
328,genuine
329,genuine
330,genuine
331,genuine
332,genuine
333,genuine
334,genuine
335,genuine
336,genuine
337,genuine
338,genuine
339,genuine
340,genuine
341,genuine
342,genuine
343,genuine
344,genuine
345,genuine
346,genuine
347,genuine
348,genuine
349,genuine
350,genuine
351,genuine
352,genuine
353,genuine
354,genuine
355,genuine
356,genuine
357,genuine
358,genuine
359,genuine
360,genuine
361,genuine
362,genuine
363,genuine
364,genuine
365,genuine
366,genuine
367,genuine
368,genuine
369,genuine
370,genuine
371,genuine
372,genuine
373,genuine
374,genuine
375,genuine
376,genuine
377,genuine
378,genuine
379,genuine
380,genuine
381,genuine
382,genuine
383,genuine
384,genuine
385,genuine
386,genuine
387,genuine
388,genuine
389,genuine
390,genuine
391,genuine
392,genuine
393,genuine
394,genuine
395,genuine
396,genuine
397,genuine
398,genuine
399,genuine
400,genuine
401,genuine
402,genuine
403,genuine
404,genuine
405,genuine
406,genuine
407,genuine
408,genuine
409,genuine
410,genuine
411,genuine
412,genuine
413,genuine
414,genuine
415,genuine
416,genuine
417,genuine
418,genuine
419,genuine
420,genuine
421,genuine
422,genuine
423,genuine
424,genuine
425,genuine
426,genuine
427,genuine
428,genuine
429,genuine
430,genuine
431,genuine
432,genuine
433,genuine
434,genuine
435,genuine
436,genuine
437,genuine
438,genuine
439,genuine
440,genuine
441,genuine
442,genuine
443,genuine
444,genuine
445,genuine
446,genuine
447,genuine
448,genuine
449,genuine
450,genuine
451,genuine
452,genuine
453,genuine
454,genuine
455,genuine
456,genuine
457,genuine
458,genuine
459,genuine
460,genuine
461,genuine
462,genuine
463,genuine
464,genuine
465,genuine
466,genuine
467,genuine
468,genuine
469,genuine
470,genuine
471,genuine
472,genuine
473,genuine
474,genuine
475,genuine
476,genuine
477,genuine
478,genuine
479,genuine
480,genuine
481,genuine
482,genuine
483,genuine
484,genuine
485,genuine
486,genuine
487,genuine
488,genuine
489,genuine
490,genuine
491,genuine
492,genuine
493,genuine
494,genuine
495,genuine
496,genuine
497,genuine
498,genuine
499,genuine
500,genuine
501,genuine
502,genuine
503,genuine
504,genuine
505,genuine
506,genuine
507,genuine
508,genuine
509,genuine
510,genuine
511,genuine
512,genuine
513,genuine
514,genuine
515,genuine
516,genuine
517,genuine
518,genuine
519,genuine
520,genuine
521,genuine
522,genuine
523,genuine
524,genuine
525,genuine
526,genuine
527,genuine
528,genuine
529,genuine
530,genuine
531,genuine
532,genuine
533,genuine
534,genuine
535,genuine
536,genuine
537,genuine
538,genuine
539,genuine
540,genuine
541,genuine
542,genuine
543,genuine
544,genuine
545,genuine
546,genuine
547,genuine
548,genuine
549,genuine
550,genuine
551,genuine
552,genuine
553,genuine
554,genuine
555,genuine
556,genuine
557,genuine
558,genuine
559,genuine
560,genuine
561,genuine
562,genuine
563,genuine
564,genuine
565,genuine
566,genuine
567,genuine
568,genuine
569,genuine
570,genuine
571,genuine
572,genuine
573,genuine
574,genuine
575,genuine
576,genuine
577,genuine
578,genuine
579,genuine
580,genuine
581,genuine
582,genuine
583,genuine
584,genuine
585,genuine
586,genuine
587,genuine
588,genuine
589,genuine
590,genuine
591,genuine
592,genuine
593,genuine
594,genuine
595,genuine
596,genuine
597,genuine
598,genuine
599,genuine
600,genuine
601,genuine
602,genuine
603,genuine
604,genuine
605,genuine
606,genuine
607,genuine
608,genuine
609,genuine
610,genuine
611,genuine
612,genuine
613,genuine
614,genuine
615,genuine
616,genuine
617,genuine
618,genuine
619,genuine
620,genuine
621,genuine
622,genuine
623,genuine
624,genuine
625,genuine
626,genuine
627,genuine
628,genuine
629,genuine
630,genuine
631,genuine
632,genuine
633,genuine
634,genuine
635,genuine
636,genuine
637,genuine
638,genuine
639,genuine
640,genuine
641,genuine
642,genuine
643,genuine
644,genuine
645,genuine
646,genuine
647,genuine
648,genuine
649,genuine
650,genuine
651,genuine
652,genuine
653,genuine
654,genuine
655,genuine
656,genuine
657,genuine
658,genuine
659,genuine
660,genuine
661,genuine
662,genuine
663,genuine
664,genuine
665,genuine
666,genuine
667,genuine
668,genuine
669,genuine
670,genuine
671,genuine
672,genuine
673,genuine
674,genuine
675,genuine
676,genuine
677,genuine
678,genuine
679,genuine
680,genuine
681,genuine
682,genuine
683,genuine
684,genuine
685,genuine
686,genuine
687,genuine
688,genuine
689,genuine
690,genuine
691,genuine
692,genuine
693,genuine
694,genuine
695,genuine
696,genuine
697,genuine
698,genuine
699,genuine
700,genuine
701,genuine
702,genuine
703,genuine
704,genuine
705,genuine
706,genuine
707,genuine
708,genuine
709,genuine
710,genuine
711,genuine
712,genuine
713,genuine
714,genuine
715,genuine
716,genuine
717,genuine
718,genuine
719,genuine
720,genuine
721,genuine
722,genuine
723,genuine
724,genuine
725,genuine
726,genuine
727,genuine
728,genuine
729,genuine
730,genuine
731,genuine
732,genuine
733,genuine
734,genuine
735,genuine
736,genuine
737,genuine
738,genuine
739,genuine
740,genuine
741,genuine
742,genuine
743,genuine
744,genuine
745,genuine
746,genuine
747,genuine
748,genuine
749,genuine
750,genuine
751,genuine
752,genuine
753,genuine
754,genuine
755,genuine
756,genuine
757,genuine
758,genuine
759,genuine
760,genuine
761,genuine
762,genuine
763,genuine
764,genuine
765,genuine
766,genuine
767,genuine
768,genuine
769,genuine
770,genuine
771,genuine
772,genuine
773,genuine
774,genuine
775,genuine
776,genuine
777,genuine
778,genuine
779,genuine
780,genuine
781,genuine
782,genuine
783,genuine
784,genuine
785,genuine
786,genuine
787,genuine
788,genuine
789,genuine
790,genuine
791,genuine
792,genuine
793,genuine
794,genuine
795,genuine
796,genuine
797,genuine
798,genuine
799,genuine
800,genuine
801,genuine
802,genuine
803,genuine
804,genuine
805,genuine
806,genuine
807,genuine
808,genuine
809,genuine
810,genuine
811,genuine
812,genuine
813,genuine
814,genuine
815,genuine
816,genuine
817,genuine
818,genuine
819,genuine
820,genuine
821,genuine
822,genuine
823,genuine
824,genuine
825,genuine
826,genuine
827,genuine
828,genuine
829,genuine
830,genuine
831,genuine
832,genuine
833,genuine
834,genuine
835,genuine
836,genuine
837,genuine
838,genuine
839,genuine
840,genuine
841,genuine
842,genuine
843,genuine
844,genuine
845,genuine
846,genuine
847,genuine
848,genuine
849,genuine
850,genuine
851,genuine
852,genuine
853,genuine
854,genuine
855,genuine
856,genuine
857,genuine
858,genuine
859,genuine
860,genuine
861,genuine
862,genuine
863,genuine
864,genuine
865,genuine
866,genuine
867,genuine
868,genuine
869,genuine
870,genuine
871,genuine
872,genuine
873,genuine
874,genuine
875,genuine
876,genuine
877,genuine
878,genuine
879,genuine
880,genuine
881,genuine
882,genuine
883,genuine
884,genuine
885,genuine
886,genuine
887,genuine
888,genuine
889,genuine
890,genuine
891,genuine
892,genuine
893,genuine
894,genuine
895,genuine
896,genuine
897,genuine
898,genuine
899,genuine
900,genuine
901,genuine
902,genuine
903,genuine
904,genuine
905,genuine
906,genuine
907,genuine
908,genuine
909,genuine
910,genuine
911,genuine
912,genuine
913,genuine
914,genuine
915,genuine
916,genuine
917,genuine
918,genuine
919,genuine
920,genuine
921,genuine
922,genuine
923,genuine
924,genuine
925,genuine
926,genuine
927,genuine
928,genuine
929,genuine
930,genuine
931,genuine
932,genuine
933,genuine
934,genuine
935,genuine
936,genuine
937,genuine
938,genuine
939,genuine
940,genuine
941,genuine
942,genuine
943,genuine
944,suspicious
945,suspicious
946,suspicious
947,suspicious
948,suspicious
949,suspicious
950,suspicious
951,suspicious
952,suspicious
953,suspicious
954,suspicious
955,suspicious
956,suspicious
957,suspicious
958,suspicious
959,suspicious
960,suspicious
961,suspicious
962,suspicious
963,suspicious
964,suspicious
965,suspicious
966,suspicious
967,suspicious
968,suspicious
969,suspicious
970,suspicious
971,suspicious
972,suspicious
973,suspicious
974,suspicious
975,suspicious
976,suspicious
977,suspicious
978,suspicious
979,suspicious
980,suspicious
981,suspicious
982,suspicious
983,suspicious
984,suspicious
985,suspicious
986,suspicious
987,suspicious
988,suspicious
989,suspicious
990,suspicious
